"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BFC","2020-01-27","96","99","93","98","1.03","6226"
"BFC","2020-01-26","98","98","96","98","-2.00","1633"
"BFC","2020-01-23","102","104","100","100","-1.96","5952"
"BFC","2020-01-22","105","105","102","102","-4.67","5777"
"BFC","2020-01-21","100","108","100","107","4.90","16224"
"BFC","2020-01-20","109","109","102","102","-4.67","6889"
"BFC","2020-01-19","99","107","99","107","9.18","14774"
"BFC","2020-01-16","100","106","98","98","-1.01","10111"
"BFC","2020-01-15","97","99","95","99","1.02","8526"
"BFC","2020-01-14","96","100","93","98","1.03","8135"
"BFC","2020-01-13","92","100","92","97","6.59","16824"
"BFC","2020-01-12","91","95","89","91","1.11","5824"
"BFC","2020-01-09","86","90","86","90","5.88","3921"
"BFC","2020-01-08","85","87","84","85","-1.16","4670"
"BFC","2020-01-07","85","88","84","86","0.00","2940"
"BFC","2020-01-06","85","86","85","86","2.38","920"
"BFC","2020-01-05","85","86","84","84","-1.18","1223"
"BFC","2020-01-02","84","85","84","85","0.00","1855"
"BFC","2020-01-01","85","85","84","85","-1.16","3526"
"BFC","2019-12-31","86","86","84","86","-1.15","6125"
"BFC","2019-12-30","87","87","86","87","-1.14","1410"
"BFC","2019-12-25","89","89","88","88","-1.12","110"
"BFC","2019-12-24","86","89","86","89","4.71","5293"
"BFC","2019-12-23","83","87","83","85","1.19","4100"
"BFC","2019-12-22","83","85","83","84","0.00","378"
"BFC","2019-12-19","85","86","84","84","0.00","1824"
"BFC","2019-12-18","89","89","84","84","-4.55","880"
"BFC","2019-12-17","85","88","85","88","2.33","720"
"BFC","2019-12-16","85","86","81","86","2.38","7894"
"BFC","2019-12-15","88","89","86","86","-1.15","3627"
"BFC","2019-12-12","86","87","85","87","1.16","2531"
"BFC","2019-12-11","86","86","85","86","-1.15","1500"
"BFC","2019-12-10","88","89","87","87","0.00","335"
"BFC","2019-12-09","88","88","87","87","0.00","760"
"BFC","2019-12-08","87","88","86","87","-1.14","3320"
"BFC","2019-12-05","86","89","86","88","3.53","1395"
